étape 1,étape 2,étape 3,étape 4,étape 5,étape 6,étape 7,étape 8,étape 9,étape 10,étape 11,étape 12,étape 13,étape 14,étape 15,étape 16,étape 17,étape 18,étape 19,étape 20,acquisition_year,acquisition_mode,creation_date,domain,adn_complet,adn_simplifie,nbExpos,probaExpoAns,probaEvtsAns,artisteDom,natioArtiste
acquisition,exposition,transfert,,,,,,,,,,,,,,,,,,1981,Achat,,Dessin,AET,AET,,0.03333333333333333,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat en salon,,Peinture,A,A,,0,0.03333333333333333,étranger,belge
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat en salon,,Estampe,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,,,,,,,,,,,,,,,,,,,1981,Achat en salon,,Peinture,AD,AD,,0,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat en salon,,Dessin,A,A,,0,0.03333333333333333,étranger,portugaise
acquisition,exposition,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat,,Peinture,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,AD,AD,,0,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,AD,AD,,0,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Estampe,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,transfert,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,ADT,ADT,,0,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1983,Achat,,Dessin,A,A,,0.03333333333333333,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,AD,AD,,0,0.06666666666666667,étranger,espagnole
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,A,A,,0,0.03333333333333333,étranger,argentine
acquisition,exposition,,,,,,,,,,,,,,,,,,,1981,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,dépot,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,AD,AD,,0,0.06666666666666667,,
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,A,A,,0,0.03333333333333333,français,française depuis 1983 (turque à la naissance)
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1982,Achat,,Estampe,AED,AED,,0.03333333333333333,0.1,étranger,néerlandaise
acquisition,dépot,transfert,,,,,,,,,,,,,,,,,,1981,Achat,,Peinture,ADT,ADT,,0,0.1,étranger,polonaise
acquisition,exposition,,,,,,,,,,,,,,,,,,,1982,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,dépot,exposition,,,,,,,,,,,,,,,,,,1982,Achat en salon,,Peinture,ADE,ADE,,0.03333333333333333,0.1,français,française (cubaine à la naissance)
acquisition,exposition,dépot,exposition,,,,,,,,,,,,,,,,,1982,Achat,,Dessin,AEDE,AEDE,,0.06666666666666667,0.13333333333333333,étranger,polonaise
acquisition,,,,,,,,,,,,,,,,,,,,1981,Achat,,Peinture,A,A,,0,0.03333333333333333,étranger,allemande
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat en salon,,Estampe,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat en salon,,Estampe,A,A,,0,0.03333333333333333,étranger,britannique
acquisition,,,,,,,,,,,,,,,,,,,,1982,Achat en salon,,Dessin,A,A,,0,0.03333333333333333,français,française
